Zeit [s];i;j;k;l;m;n;o;p;w;ds;e;g
Winkel [rad];-;--;-;--;-;--;-;--;-;--;-;--
0;1;1;1;1;1;1;1;1;1;1;1;1
0;00bbae;00bbae;00c9a0;00cab8;00d791;00d791;00e47d;00e47d;00f165;00f165;1bfe3f;1bfe3f
13.78;1.226017036;0.653451272;2.453038374;1.98862815;3.679557561;3.238982026;4.906076748;4.426504049;6.132595935;6.575353424;7.359115122;8.774468281
13.79;1.227019547;0.653451272;2.45503269;1.98862815;3.682549035;3.238982026;4.91006538;4.426504049;6.137581725;6.575353424;7.36509807;8.774468281
13.8;1.228011372;0.653451272;2.457005748;1.98862815;3.685508622;3.238982026;4.914011497;4.426504049;6.142514371;6.575353424;7.371017245;8.774468281
13.81;1.228992624;0.653451272;2.458957775;1.98862815;3.688436663;3.238982026;4.91791555;4.426504049;6.147394438;6.575353424;7.376873325;8.774468281
13.82;1.229963417;0.653451272;2.460888995;1.98862815;3.691333492;3.238982026;4.921777989;4.426504049;6.152222486;6.575353424;7.382666984;8.774468281
13.83;1.230923862;0.653451272;2.462799629;1.98862815;3.694199443;3.238982026;4.925599257;4.426504049;6.156999071;6.575353424;7.388398886;8.774468281
13.84;1.231874069;0.653451272;2.464689897;1.98862815;3.697034845;3.238982026;4.929379793;4.426504049;6.161724741;6.575353424;7.39406969;8.774468281
13.85;1.232814148;0.653451272;2.466560016;1.98862815;3.699840023;3.238982026;4.933120031;4.426504049;6.166400039;6.575353424;7.399680047;8.774468281
13.86;1.233744206;0.653451272;2.468410201;1.98862815;3.702615301;3.238982026;4.936820401;4.426504049;6.171025501;6.575353424;7.405230602;8.774468281
13.87;1.234664351;0.653451272;2.470240664;1.98862815;3.705360996;3.238982026;4.940481328;4.426504049;6.175601659;6.575353424;7.410721991;8.774468281
13.88;1.235574687;0.653451272;2.472051616;1.98862815;3.708077423;3.238982026;4.944103231;4.426504049;6.180129039;6.575353424;7.416154847;8.774468281
13.89;1.23647532;0.653451272;2.473843264;1.98862815;3.710764896;3.238982026;4.947686528;4.426504049;6.184608159;6.57692422;7.421529791;8.774468281
13.9;1.237366352;0.653451272;2.475615814;1.98862815;3.713423722;3.238982026;4.951231629;4.426504049;6.189039536;6.578495017;7.426847443;8.774468281
13.91;1.238247887;0.653451272;2.477369471;1.98862815;3.716054206;3.238982026;4.954738941;4.426504049;6.193423677;6.578495017;7.432108412;8.774468281
13.92;1.239120026;0.653451272;2.479104434;1.98862815;3.718656652;3.238982026;4.958208869;4.426504049;6.197761086;6.578495017;7.437313303;8.774468281
13.93;1.239982868;0.653451272;2.480820904;1.98862815;3.721231357;3.238982026;4.961641809;4.426504049;6.202052261;6.578495017;7.442462713;8.774468281
13.94;1.240836512;0.653451272;2.482519078;1.98862815;3.723778617;3.238982026;4.965038156;4.426504049;6.206297696;6.578495017;7.447557235;8.774468281
13.95;1.241681058;0.653451272;2.484199151;1.98862815;3.726298726;3.238982026;4.968398301;4.426504049;6.210497877;6.57692422;7.452597452;8.774468281
13.96;1.242516601;0.653451272;2.485861315;1.98862815;3.728791972;3.238982026;4.971722629;4.426504049;6.214653287;6.575353424;7.457583944;8.774468281
13.97;1.243343238;0.653451272;2.487505761;1.98862815;3.731258642;3.238982026;4.975011522;4.426504049;6.218764403;6.575353424;7.462517283;8.774468281
13.98;1.244161063;0.653451272;2.489132679;1.98862815;3.733699018;3.238982026;4.978265358;4.426504049;6.222831697;6.575353424;7.467398037;8.774468281
13.99;1.244970171;0.653451272;2.490742255;1.98862815;3.736113382;3.238982026;4.98148451;4.426504049;6.226855637;6.575353424;7.472226765;8.774468281
14;1.245770654;0.653451272;2.492334674;1.98862815;3.738502011;3.238982026;4.984669348;4.426504049;6.230836685;6.575353424;7.477004022;8.774468281
14.01;1.246562605;0.653451272;2.493910119;1.98862815;3.740865179;3.238982026;4.987820238;4.426504049;6.234775298;6.575353424;7.481730357;8.774468281
14.02;1.247346114;0.653451272;2.495468771;1.98862815;3.743203156;3.238982026;4.990937542;4.426504049;6.238671927;6.575353424;7.486406313;8.774468281
14.03;1.248121272;0.653451272;2.497010809;1.98862815;3.745516213;3.238982026;4.994021617;4.426504049;6.242527021;6.575353424;7.491032426;8.774468281
14.04;1.248888167;0.653451272;2.498536409;1.98862815;3.747804614;3.238982026;4.997072818;4.426504049;6.246341023;6.575353424;7.495609228;8.774468281
14.05;1.249646887;0.653451272;2.500045748;1.98862815;3.750068622;3.238982026;5.000091496;4.426504049;6.25011437;6.575353424;7.500137244;8.774468281
14.06;1.25039752;0.653451272;2.501538998;1.98862815;3.752308497;3.238982026;5.003077997;4.426504049;6.253847496;6.575353424;7.504616995;8.774468281
14.07;1.251140152;0.653451272;2.503016332;1.98862815;3.754524497;3.238982026;5.006032663;4.426504049;6.257540829;6.575353424;7.509048995;8.774468281
14.08;1.251874868;0.653451272;2.504477918;1.98862815;3.756716876;3.238982026;5.008955835;4.426504049;6.261194794;6.575353424;7.513433753;8.774468281
14.09;1.252601752;0.653451272;2.505923924;1.98862815;3.758885886;3.238982026;5.011847848;4.426504049;6.26480981;6.575353424;7.517771772;8.774468281
14.1;1.253320888;0.653451272;2.507354517;1.98862815;3.761031775;3.238982026;5.014709034;4.426504049;6.268386292;6.575353424;7.522063551;8.774468281
14.11;1.254032358;0.653451272;2.508769861;1.98862815;3.763154791;3.238982026;5.017539722;4.426504049;6.271924652;6.575353424;7.526309583;8.774468281
14.12;1.254736245;0.653451272;2.510170118;1.98862815;3.765255177;3.238982026;5.020340236;4.426504049;6.275425296;6.575353424;7.530510355;8.774468281
14.13;1.255432629;0.653451272;2.51155545;1.98862815;3.767333175;3.238982026;5.0231109;4.426504049;6.278888624;6.575353424;7.534666349;8.774468281
14.14;1.25612159;0.653451272;2.512926015;1.98862815;3.769389022;3.238982026;5.025852029;4.426504049;6.282315037;6.575353424;7.538778044;8.774468281
14.15;1.256803207;0.653451272;2.51428197;1.98862815;3.771422955;3.238982026;5.02856394;4.426504049;6.285704926;6.575353424;7.542845911;8.774468281
14.16;1.257477559;0.653451272;2.515623472;1.98862815;3.773435208;3.238982026;5.031246945;4.426504049;6.289058681;6.575353424;7.546870417;8.774468281
14.17;1.258144722;0.653451272;2.516950675;1.98862815;3.775426012;3.238982026;5.03390135;4.426504049;6.292376687;6.575353424;7.550852025;8.774468281
14.18;1.258804774;0.653451272;2.51826373;1.98862815;3.777395596;3.238982026;5.036527461;4.426504049;6.295659326;6.575353424;7.554791191;8.774468281
14.19;1.25945779;0.653451272;2.51956279;1.98862815;3.779344185;3.238982026;5.039125579;4.426504049;6.298906974;6.575353424;7.558688369;8.774468281
14.2;1.260103846;0.653451272;2.520848002;1.98862815;3.781272003;3.238982026;5.041696004;4.426504049;6.302120005;6.575353424;7.562544006;8.774468281
14.21;1.260743015;0.653451272;2.522119515;1.98862815;3.783179272;3.238982026;5.044239029;4.426504049;6.305298787;6.575353424;7.566358544;8.774468281
14.22;1.261375371;0.653451272;2.523377474;1.98862815;3.785066211;3.238982026;5.046754948;4.426504049;6.308443685;6.575353424;7.570132422;8.774468281
14.23;1.262000986;0.653451272;2.524622024;1.98862815;3.786933036;3.238982026;5.049244049;4.426504049;6.311555061;6.575353424;7.573866073;8.774468281
14.24;1.262619933;0.653451272;2.525853309;1.98862815;3.788779963;3.238982026;5.051706617;4.426504049;6.314633271;6.575353424;7.577559926;8.774468281
14.25;1.263232282;0.653451272;2.527071468;1.98862815;3.790607202;3.238982026;5.054142936;4.426504049;6.317678671;6.575353424;7.581214405;8.774468281
14.26;1.263838104;0.653451272;2.528276643;1.98862815;3.792414965;3.238982026;5.056553286;4.426504049;6.320691608;6.575353424;7.584829929;8.774468281
14.27;1.264437469;0.653451272;2.529468972;1.98862815;3.794203458;3.238982026;5.058937943;4.426504049;6.323672429;6.575353424;7.588406915;8.774468281
14.28;1.265030444;0.653451272;2.530648591;1.98862815;3.795972886;3.238982026;5.061297182;4.426504049;6.326621477;6.575353424;7.591945773;8.774468281
14.29;1.265617099;0.653451272;2.531815636;1.98862815;3.797723454;3.238982026;5.063631272;4.426504049;6.32953909;6.575353424;7.595446909;8.774468281
14.3;1.266197501;0.653451272;2.532970242;1.98862815;3.799455362;3.238982026;5.065940483;4.426504049;6.332425604;6.575353424;7.598910725;8.774468281
14.31;1.266771715;0.653451272;2.53411254;1.98862815;3.80116881;3.238982026;5.068225079;4.426504049;6.335281349;6.575353424;7.602337619;8.774468281
14.32;1.26733981;0.653451272;2.535242662;1.98862815;3.802863993;3.238982026;5.070485323;4.426504049;6.338106654;6.575353424;7.605727985;8.774468281
14.33;1.267901848;0.653451272;2.536360737;1.98862815;3.804541106;3.238982026;5.072721475;4.426504049;6.340901843;6.575353424;7.609082212;8.774468281
14.34;1.268457896;0.653451272;2.537466895;1.98862815;3.806200343;3.238982026;5.07493379;4.426504049;6.343667238;6.575353424;7.612400685;8.774468281
14.35;1.269008017;0.653451272;2.538561262;1.98862815;3.807841893;3.238982026;5.077122524;4.426504049;6.346403155;6.575353424;7.615683786;8.774468281
14.36;1.269552273;0.653451272;2.539643964;1.98862815;3.809465946;3.238982026;5.079287927;4.426504049;6.349109909;6.575353424;7.618931891;8.774468281
14.37;1.270090729;0.653451272;2.540715125;1.98862815;3.811072687;3.238982026;5.081430249;4.426504049;6.351787811;6.575353424;7.622145374;8.774468281
14.38;1.270623444;0.653451272;2.541774868;1.98862815;3.812662301;3.238982026;5.083549735;4.426504049;6.354437169;6.575353424;7.625324603;8.774468281
14.39;1.271150482;0.653451272;2.542823315;1.98862815;3.814234972;3.238982026;5.085646629;4.426504049;6.357058286;6.575353424;7.628469944;8.774468281
14.4;1.271671901;0.653451272;2.543860586;1.98862815;3.815790879;3.238982026;5.087721171;4.426504049;6.359651464;6.575353424;7.631581757;8.774468281
14.41;1.272187763;0.653451272;2.5448868;1.98862815;3.8173302;3.238982026;5.089773601;4.426504049;6.362217001;6.575353424;7.634660401;8.774468281
14.42;1.272698126;0.653451272;2.545902076;1.98862815;3.818853114;3.238982026;5.091804152;4.426504049;6.36475519;6.575353424;7.637706229;8.774468281
14.43;1.273203049;0.653451272;2.54690653;1.98862815;3.820359795;3.238982026;5.09381306;4.426504049;6.367266325;6.575353424;7.64071959;8.774468281
14.44;1.273702589;0.653451272;2.547900277;1.98862815;3.821850415;3.238982026;5.095800554;4.426504049;6.369750692;6.575353424;7.643700831;8.774468281
14.45;1.274196805;0.653451272;2.548883431;1.98862815;3.823325147;3.238982026;5.097766862;4.426504049;6.372208578;6.575353424;7.646650294;8.774468281
14.46;1.274685753;0.653451272;2.549856106;1.98862815;3.824784159;3.238982026;5.099712211;4.426504049;6.374640264;6.575353424;7.649568317;8.774468281
14.47;1.275169489;0.653451272;2.550818412;1.98862815;3.826227618;3.238982026;5.101636825;4.426504049;6.377046031;6.575353424;7.652455237;8.774468281
14.48;1.275648069;0.653451272;2.551770461;1.98862815;3.827655692;3.238982026;5.103540923;4.426504049;6.379426153;6.575353424;7.655311384;8.774468281
14.49;1.276121547;0.653451272;2.552712362;1.98862815;3.829068543;3.238982026;5.105424724;4.426504049;6.381780905;6.575353424;7.658137086;8.774468281
14.5;1.276589978;0.653451272;2.553644223;1.98862815;3.830466334;3.238982026;5.107288446;4.426504049;6.384110557;6.575353424;7.660932669;8.774468281
14.51;1.277053417;0.653451272;2.554566151;1.98862815;3.831849226;3.238982026;5.109132302;4.426504049;6.386415377;6.575353424;7.663698452;8.774468281
14.52;1.277511915;0.653451272;2.555478251;1.98862815;3.833217377;3.238982026;5.110956503;4.426504049;6.388695629;6.575353424;7.666434754;8.774468281
14.53;1.277965526;0.653451272;2.55638063;1.98862815;3.834570945;3.238982026;5.11276126;4.426504049;6.390951575;6.575353424;7.66914189;8.774468281
14.54;1.278414302;0.653451272;2.557273389;1.98862815;3.835910084;3.238982026;5.114546779;4.426504049;6.393183474;6.575353424;7.671820168;8.774468281
14.55;1.278858294;0.653451272;2.558156633;1.98862815;3.837234949;3.238982026;5.116313266;4.426504049;6.395391582;6.575353424;7.674469899;8.774468281
14.56;1.279297554;0.653451272;2.559030462;1.98862815;3.838545692;3.238982026;5.118060923;4.426504049;6.397576154;6.575353424;7.677091385;8.774468281
14.57;1.279732131;0.653451272;2.559894976;1.98862815;3.839842464;3.238982026;5.119789952;4.426504049;6.39973744;6.575353424;7.679684928;8.774468281
14.58;1.280162077;0.653451272;2.560750275;1.98862815;3.841125413;3.238982026;5.12150055;4.426504049;6.401875688;6.575353424;7.682250825;8.774468281
14.59;1.280587439;0.653451272;2.561596457;1.98862815;3.842394686;3.238982026;5.123192915;4.426504049;6.403991143;6.575353424;7.684789372;8.774468281
14.6;1.281008267;0.653451272;2.56243362;1.98862815;3.84365043;3.238982026;5.12486724;4.426504049;6.40608405;6.575353424;7.68730086;8.774468281
14.61;1.281424609;0.653451272;2.563261859;1.98862815;3.844892788;3.238982026;5.126523718;4.426504049;6.408154647;6.575353424;7.689785577;8.774468281
14.62;1.281836514;0.653451272;2.564081269;1.98862815;3.846121904;3.238982026;5.128162539;4.426504049;6.410203173;6.575353424;7.692243808;8.774468281
14.63;1.282244028;0.653451272;2.564891946;1.98862815;3.847337918;3.238982026;5.129783891;4.426504049;6.412229864;6.575353424;7.694675837;8.774468281
14.64;1.282647198;0.653451272;2.56569398;1.98862815;3.848540971;3.238982026;5.131387961;4.426504049;6.414234951;6.575353424;7.697081941;8.774468281
14.65;1.28304607;0.653451272;2.566487466;1.98862815;3.849731199;3.238982026;5.132974933;4.426504049;6.416218666;6.575353424;7.699462399;8.774468281
14.66;1.283440691;0.653451272;2.567272494;1.98862815;3.850908741;3.238982026;5.134544988;4.426504049;6.418181235;6.575353424;7.701817482;8.774468281
14.67;1.283831106;0.653451272;2.568049154;1.98862815;3.852073731;3.238982026;5.136098308;4.426504049;6.420122885;6.575353424;7.704147462;8.774468281
14.68;1.284217359;0.653451272;2.568817535;1.98862815;3.853226303;3.238982026;5.137635071;4.426504049;6.422043838;6.575353424;7.706452606;8.774468281
14.69;1.284599494;0.653451272;2.569577726;1.98862815;3.854366589;3.238982026;5.139155452;4.426504049;6.423944315;6.575353424;7.708733179;8.774468281
14.7;1.284977557;0.653451272;2.570329814;1.98862815;3.855494721;3.238982026;5.140659628;4.426504049;6.425824535;6.575353424;7.710989442;8.774468281
14.71;1.285351589;0.653451272;2.571073885;1.98862815;3.856610828;3.238982026;5.14214777;4.426504049;6.427684713;6.575353424;7.713221655;8.774468281
14.72;1.285721635;0.653451272;2.571810025;1.98862815;3.857715037;3.238982026;5.14362005;4.426504049;6.429525062;6.575353424;7.715430074;8.774468281
14.73;1.286087736;0.653451272;2.572538318;1.98862815;3.858807477;3.238982026;5.145076636;4.426504049;6.431345794;6.575353424;7.717614953;8.774468281
14.74;1.286449935;0.653451272;2.573258848;1.98862815;3.859888272;3.238982026;5.146517695;4.426504049;6.433147119;6.575353424;7.719776543;8.774468281
14.75;1.286808273;0.653451272;2.573971697;1.98862815;3.860957546;3.238982026;5.147943395;4.426504049;6.434929243;6.575353424;7.721915092;8.774468281
14.76;1.287162791;0.653451272;2.574676948;1.98862815;3.862015423;3.238982026;5.149353897;4.426504049;6.436692371;6.575353424;7.724030845;8.774468281
14.77;1.287513531;0.653451272;2.575374682;1.98862815;3.863062023;3.238982026;5.150749364;4.426504049;6.438436705;6.575353424;7.726124046;8.774468281
14.78;1.287860532;0.653451272;2.576064978;1.98862815;3.864097467;3.238982026;5.152129957;4.426504049;6.440162446;6.575353424;7.728194935;8.774468281
14.79;1.288203834;0.653451272;2.576747916;1.98862815;3.865121875;3.238982026;5.153495833;4.426504049;6.441869791;6.575353424;7.730243749;8.774468281
14.8;1.288543476;0.653451272;2.577423575;1.98862815;3.866135362;3.238982026;5.15484715;4.426504049;6.443558937;6.575353424;7.732270725;8.774468281
14.81;1.288879499;0.653451272;2.578092031;1.98862815;3.867138047;3.238982026;5.156184063;4.426504049;6.445230079;6.575353424;7.734276094;8.774468281
14.82;1.289211939;0.653451272;2.578753363;1.98862815;3.868130044;3.238982026;5.157506725;4.426504049;6.446883407;6.575353424;7.736260088;8.774468281
14.83;1.289540836;0.653451272;2.579407645;1.98862815;3.869111467;3.238982026;5.158815289;4.426504049;6.448519111;6.575353424;7.738222934;8.774468281
14.84;1.289866227;0.653451272;2.580054952;1.98862815;3.870082428;3.238982026;5.160109904;4.426504049;6.450137381;6.575353424;7.740164857;8.774468281
14.85;1.29018815;0.653451272;2.58069536;1.98862815;3.87104304;3.238982026;5.16139072;4.426504049;6.4517384;6.575353424;7.74208608;8.774468281
14.86;1.290506641;0.653451272;2.581328942;1.98862815;3.871993412;3.238982026;5.162657883;4.426504049;6.453322354;6.575353424;7.743986825;8.774468281
14.87;1.290821738;0.653451272;2.58195577;1.98862815;3.872933654;3.238982026;5.163911539;4.426504049;6.454889424;6.575353424;7.745867309;8.774468281
14.88;1.291133475;0.653451272;2.582575916;1.98862815;3.873863874;3.238982026;5.165151832;4.426504049;6.45643979;6.575353424;7.747727748;8.774468281
14.89;1.29144189;0.653451272;2.583189452;1.98862815;3.874784178;3.238982026;5.166378904;4.426504049;6.45797363;6.575353424;7.749568356;8.774468281
14.9;1.291747017;0.653451272;2.583796448;1.98862815;3.875694673;3.238982026;5.167592897;4.426504049;6.459491121;6.575353424;7.751389345;8.774468281
14.91;1.292048892;0.653451272;2.584396974;1.98862815;3.876595462;3.238982026;5.168793949;4.426504049;6.460992436;6.575353424;7.753190923;8.774468281
14.92;1.292347549;0.653451272;2.584991099;1.98862815;3.877486649;3.238982026;5.169982199;4.426504049;6.462477748;6.575353424;7.754973298;8.774468281
14.93;1.292643023;0.653451272;2.585578891;1.98862815;3.878368337;3.238982026;5.171157783;4.426504049;6.463947228;6.575353424;7.756736674;8.774468281
14.94;1.292935347;0.653451272;2.586160418;1.98862815;3.879240627;3.238982026;5.172320836;4.426504049;6.465401044;6.575353424;7.758481253;8.774468281
14.95;1.293224555;0.653451272;2.586735746;1.98862815;3.880103618;3.238982026;5.173471491;4.426504049;6.466839364;6.575353424;7.760207237;8.774468281
14.96;1.29351068;0.653451272;2.587304941;1.98862815;3.880957411;3.238982026;5.174609882;4.426504049;6.468262352;6.575353424;7.761914822;8.774468281
14.97;1.293793755;0.653451272;2.587868069;1.98862815;3.881802103;3.238982026;5.175736138;4.426504049;6.469670172;6.575353424;7.763604206;8.774468281
14.98;1.294073813;0.653451272;2.588425194;1.98862815;3.882637791;3.238982026;5.176850389;4.426504049;6.471062986;6.575353424;7.765275583;8.774468281
14.99;1.294350886;0.653451272;2.588976381;1.98862815;3.883464572;3.238982026;5.177952762;4.426504049;6.472440953;6.575353424;7.766929143;8.774468281
15;1.294625005;0.653451272;2.589521693;1.98862815;3.884282539;3.238982026;5.179043385;4.426504049;6.473804232;6.575353424;7.768565078;8.774468281
15.01;1.294896203;0.653451272;2.590061192;1.98862815;3.885091788;3.238982026;5.180122383;4.426504049;6.475152979;6.575353424;7.770183575;8.774468281
15.02;1.29516451;0.653451272;2.59059494;1.98862815;3.88589241;3.238982026;5.18118988;4.426504049;6.47648735;6.575353424;7.77178482;8.774468281
15.03;1.295429956;0.653451272;2.591122999;1.98862815;3.886684498;3.238982026;5.182245998;4.426504049;6.477807497;6.575353424;7.773368997;8.774468281
15.04;1.295692574;0.653451272;2.591645429;1.98862815;3.887468144;3.238982026;5.183290858;4.426504049;6.479113573;6.575353424;7.774936287;8.774468281
15.05;1.295952391;0.653451272;2.59216229;1.98862815;3.888243436;3.238982026;5.184324581;4.426504049;6.480405726;6.575353424;7.776486871;8.774468281
15.06;1.29620944;0.653451272;2.592673642;1.98862815;3.889010464;3.238982026;5.185347285;4.426504049;6.481684106;6.575353424;7.778020927;8.774468281
15.07;1.296463748;0.653451272;2.593179544;1.98862815;3.889769316;3.238982026;5.186359088;4.426504049;6.48294886;6.575353424;7.779538632;8.774468281
15.08;1.296715346;0.653451272;2.593680053;1.98862815;3.890520079;3.238982026;5.187360105;4.426504049;6.484200132;6.575353424;7.781040158;8.774468281
15.09;1.296964262;0.653451272;2.594175226;1.98862815;3.89126284;3.238982026;5.188350453;4.426504049;6.485438066;6.575353424;7.782525679;8.774468281
15.1;1.297210525;0.653451272;2.594665122;1.98862815;3.891997683;3.238982026;5.189330244;4.426504049;6.486662805;6.575353424;7.783995366;8.774468281
15.11;1.297454162;0.653451272;2.595149796;1.98862815;3.892724693;3.238982026;5.190299591;4.426504049;6.487874489;6.575353424;7.785449387;8.774468281
15.12;1.297695203;0.653451272;2.595629303;1.98862815;3.893443954;3.238982026;5.191258606;4.426504049;6.489073257;6.575353424;7.786887908;8.774468281
15.13;1.297933674;0.653451272;2.596103699;1.98862815;3.894155548;3.238982026;5.192207398;4.426504049;6.490259247;6.575353424;7.788311097;8.774468281
15.14;1.298169603;0.653451272;2.596573038;1.98862815;3.894859557;3.238982026;5.193146077;4.426504049;6.491432596;6.575353424;7.789719115;8.774468281
15.15;1.298403018;0.653451272;2.597037375;1.98862815;3.895556062;3.238982026;5.19407475;4.426504049;6.492593437;6.575353424;7.791112124;8.774468281
15.16;1.298633944;0.653451272;2.597496762;1.98862815;3.896245143;3.238982026;5.194993524;4.426504049;6.493741904;6.575353424;7.792490285;8.774468281
15.17;1.298862409;0.653451272;2.597951252;1.98862815;3.896926878;3.238982026;5.195902504;4.426504049;6.49487813;6.575353424;7.793853756;8.774468281
15.18;1.299088439;0.653451272;2.598400898;1.98862815;3.897601347;3.238982026;5.196801796;4.426504049;6.496002244;6.575353424;7.795202693;8.774468281
15.19;1.299312059;0.653451272;2.598845751;1.98862815;3.898268626;3.238982026;5.197691501;4.426504049;6.497114377;6.575353424;7.796537252;8.774468281
15.2;1.299533296;0.653451272;2.599285862;1.98862815;3.898928792;3.238982026;5.198571723;4.426504049;6.498214654;6.575353424;7.797857585;8.774468281
15.21;1.299752175;0.653451272;2.599721281;1.98862815;3.899581922;3.238982026;5.199442563;4.426504049;6.499303203;6.575353424;7.799163844;8.774468281
15.22;1.29996872;0.653451272;2.60015206;1.98862815;3.90022809;3.238982026;5.20030412;4.426504049;6.500380149;6.575353424;7.800456179;8.774468281
15.23;1.300182957;0.653451272;2.600578246;1.98862815;3.90086737;3.238982026;5.201156493;4.426504049;6.501445616;6.575353424;7.801734739;8.774468281
15.24;1.300394911;0.653451272;2.60099989;1.98862815;3.901499835;3.238982026;5.20199978;4.426504049;6.502499725;6.575353424;7.802999671;8.774468281
15.25;1.300604605;0.653451272;2.60141704;1.98862815;3.902125559;3.238982026;5.202834079;4.426504049;6.503542599;6.575353424;7.804251119;8.774468281
15.26;1.300812064;0.653451272;2.601829742;1.98862815;3.902744614;3.238982026;5.203659485;4.426504049;6.504574356;6.575353424;7.805489227;8.774468281
15.27;1.301017312;0.653451272;2.602238046;1.98862815;3.903357069;3.238982026;5.204476092;4.426504049;6.505595115;6.575353424;7.806714138;8.774468281
15.28;1.301220372;0.653451272;2.602641998;1.98862815;3.903962996;3.238982026;5.205283995;4.426504049;6.506604994;6.575353424;7.807925993;8.774468281
15.29;1.301421267;0.653451272;2.603041643;1.98862815;3.904562465;3.238982026;5.206083286;4.426504049;6.507604108;6.575353424;7.80912493;8.774468281
15.3;1.301620021;0.653451272;2.603437029;1.98862815;3.905155543;3.238982026;5.206874058;4.426504049;6.508592572;6.575353424;7.810311087;8.774468281
15.31;1.301816657;0.653451272;2.6038282;1.98862815;3.9057423;3.238982026;5.2076564;4.426504049;6.5095705;6.575353424;7.8114846;8.774468281
15.32;1.302011196;0.653451272;2.604215202;1.98862815;3.906322802;3.238982026;5.208430403;4.426504049;6.510538004;6.575353424;7.812645605;8.774468281
15.33;1.302203662;0.653451272;2.604598078;1.98862815;3.906897117;3.238982026;5.209196156;4.426504049;6.511495195;6.575353424;7.813794234;8.774468281
15.34;1.302394076;0.653451272;2.604976873;1.98862815;3.90746531;3.238982026;5.209953746;4.426504049;6.512442183;6.575353424;7.81493062;8.774468281
15.35;1.302582461;0.653451272;2.605351631;1.98862815;3.908027446;3.238982026;5.210703261;4.426504049;6.513379077;6.575353424;7.816054892;8.774468281
15.36;1.302768837;0.653451272;2.605722394;1.98862815;3.90858359;3.238982026;5.211444787;4.426504049;6.514305984;6.575353424;7.817167181;8.774468281
15.37;1.302953227;0.653451272;2.606089204;1.98862815;3.909133806;3.238982026;5.212178409;4.426504049;6.515223011;6.575353424;7.818267613;8.774468281
15.38;1.303135651;0.653451272;2.606452105;1.98862815;3.909678158;3.238982026;5.21290421;4.426504049;6.516130263;6.575353424;7.819356315;8.774468281
15.39;1.303316131;0.653451272;2.606811138;1.98862815;3.910216706;3.238982026;5.213622275;4.426504049;6.517027844;6.575353424;7.820433413;8.774468281
15.4;1.303494687;0.653451272;2.607166343;1.98862815;3.910749515;3.238982026;5.214332686;4.426504049;6.517915858;6.575353424;7.821499029;8.774468281
15.41;1.30367134;0.653451272;2.607517762;1.98862815;3.911276644;3.238982026;5.215035525;4.426504049;6.518794406;6.575353424;7.822553287;8.774468281
15.42;1.30384611;0.653451272;2.607865436;1.98862815;3.911798154;3.238982026;5.215730872;4.426504049;6.519663589;6.575353424;7.823596307;8.774468281
15.43;1.304019017;0.653451272;2.608209403;1.98862815;3.912314105;3.238982026;5.216418806;4.426504049;6.520523508;6.575353424;7.82462821;8.774468281
15.44;1.304190081;0.653451272;2.608549704;1.98862815;3.912824556;3.238982026;5.217099408;4.426504049;6.52137426;6.575353424;7.825649113;8.774468281
15.45;1.304359321;0.653451272;2.608886378;1.98862815;3.913329567;3.238982026;5.217772756;4.426504049;6.522215944;6.575353424;7.826659133;8.774468281
15.46;1.304526758;0.653451272;2.609219463;1.98862815;3.913829194;3.238982026;5.218438925;4.426504049;6.523048657;6.575353424;7.827658388;8.774468281
15.47;1.304692409;0.653451272;2.609548997;1.98862815;3.914323496;3.238982026;5.219097994;4.426504049;6.523872493;6.575353424;7.828646991;8.774468281
15.48;1.304856295;0.653451272;2.609875019;1.98862815;3.914812528;3.238982026;5.219750038;4.426504049;6.524687547;6.575353424;7.829625057;8.774468281
15.49;1.305018434;0.653451272;2.609496235;1.98862815;3.914244353;3.238982026;5.218992471;4.426504049;6.523740588;6.575353424;7.828488706;8.774468281
15.5;1.304146418;0.653451272;2.605222697;1.98862815;3.907834045;3.238982026;5.210445394;4.426504049;6.513056742;6.575353424;7.815668091;8.774468281
15.51;1.300494524;0.653451272;2.594751053;1.98862815;3.892126579;3.238982026;5.189502105;4.426504049;6.486877632;6.575353424;7.784253158;8.774468281
15.52;1.293836317;0.653451272;2.579230425;1.98862815;3.868845637;3.238982026;5.15846085;4.426504049;6.448076062;6.575353424;7.737691274;8.774468281
15.53;1.285130614;0.651880476;2.560530851;1.985486557;3.840796276;3.234269637;5.121061702;4.42179166;6.401327127;6.572211831;7.681592552;8.769755892
15.54;1.275279773;0.650309679;2.540361004;1.982344964;3.810541506;3.229557248;5.080722008;4.417079271;6.35090251;6.569070239;7.621083012;8.765043504
15.55;1.26508363;0.648738883;2.520190412;1.979203372;3.780285618;3.224844859;5.040380823;4.413937678;6.300476029;6.56435785;7.560571235;8.760331115
15.56;1.255207768;0.647168087;2.501199964;1.976061779;3.751799946;3.22013247;5.002399928;4.410796086;6.25299991;6.559645461;7.503599892;8.755618726
15.57;1.246165603;0.64559729;2.484258897;1.972920186;3.726388345;3.215420081;4.968517793;4.396658919;6.210647241;6.550220683;7.45277669;8.732056781
15.58;1.238313015;0.644026494;2.469925094;1.969778594;3.70488764;3.210707692;4.939850187;4.382521752;6.174812734;6.540795905;7.409775281;8.708494836
15.59;1.231853679;0.642455698;2.458464663;1.965066205;3.687696995;3.20285371;4.916929327;4.371526177;6.146161658;6.51723396;7.37539399;8.692786872
