Zeit [s];y_1Modell;y_1Ref;y_2Modell;y_2Ref;a;b;c;d;e;f;g;h
Winkel [rad];-;--;-;--;-;--;-;--;-;--;-;--
0;1;1;1;1;1;1;1;1;1;1;1;1
0;1d56e9;1d56e9;046be1;046be1;007ed8;007ed8;008fcf;008fcf;009ec5;009ec5;00adba;00adba
21.18;1.097617767;-0.078539816;2.220373578;0.581194641;3.330560366;1.501681288;4.440747155;3.430619178;5.550933944;3.72907048;6.661120733;5.375819429
21.19;1.12276058;-0.070685835;2.270691911;0.609468975;3.406037867;1.558229956;4.541383823;3.506017401;5.676729778;3.923849224;6.812075734;5.49519995
21.2;1.147938099;-0.062831853;2.321091121;0.637743309;3.481636681;1.614778624;4.642182241;3.581415625;5.802727802;4.118627969;6.963273362;5.614580471
21.21;1.173161509;-0.051836279;2.371591767;0.661305254;3.557387651;1.716880385;4.743183535;3.663097034;5.928979418;4.205021767;7.114775302;5.72610701
21.22;1.198440124;-0.040840704;2.422210349;0.684867198;3.633315523;1.818982146;4.844420697;3.744778443;6.055525872;4.291415565;7.266631046;5.837633549
21.23;1.223781095;-0.034557519;2.472958915;0.736703477;3.709438373;1.875530814;4.94591783;3.892433298;6.182397288;4.388804937;7.418876745;5.963297255
21.24;1.249189318;-0.028274334;2.52384503;0.788539756;3.785767544;1.932079482;5.047690059;4.040088153;6.309612574;4.486194309;7.571535089;6.088960961
21.25;1.274667482;-0.021991149;2.574872014;0.819955683;3.862308021;1.980774168;5.149744028;4.123340358;6.437180035;4.684114647;7.724616042;6.329292799
21.26;1.300216259;-0.015707963;2.626039417;0.851371609;3.939059125;2.029468854;5.252078834;4.206592563;6.565098542;4.882034984;7.878118251;6.569624637
21.27;1.325834579;-0.003141593;2.677343634;0.87650435;4.016015452;2.087588318;5.354687269;4.278849194;6.693359086;4.980995152;8.032030903;6.692146751
21.28;1.351519967;0.009424778;2.728778621;0.901637092;4.093167932;2.145707782;5.457557243;4.351105825;6.821946553;5.079955321;8.186335864;6.814668864
21.29;1.377268914;0.01727876;2.78033663;0.931482222;4.170504945;2.250951136;5.560673261;4.434358031;6.950841576;5.172632304;8.341009891;6.930907793
21.3;1.403077243;0.025132741;2.83200893;0.961327352;4.248013395;2.35619449;5.66401786;4.517610236;7.080022325;5.265309287;8.496026789;7.047146721
21.31;1.428940454;0.031415927;2.88378646;1.016305223;4.32567969;2.412743158;5.76757292;4.671548276;7.20946615;5.372123438;8.65135938;7.180664408
21.32;1.454854034;0.037699112;2.935660395;1.071283095;4.403490593;2.469291826;5.871320791;4.825486316;7.339150988;5.478937588;8.806981186;7.314182096
21.33;1.480813708;0.043982297;2.987622598;1.099557429;4.481433896;2.521128105;5.975245195;4.911880114;7.469056494;5.676857925;8.962867793;7.570221898
21.34;1.506815641;0.050265482;3.039665946;1.127831763;4.559498918;2.572964383;6.079331891;4.998273912;7.599164864;5.874778262;9.118997837;7.826261699
21.35;1.532856565;0.062831853;3.091784549;1.156106097;4.637676824;2.63422544;6.183569098;5.075242932;7.729461373;5.97845082;9.275353647;7.947213016
21.36;1.558933864;0.075398224;3.143973846;1.18438043;4.715960769;2.695486497;6.287947692;5.152211952;7.859934615;6.082123377;9.431921538;8.068164333
21.37;1.585045593;0.080110613;3.196230604;1.242499894;4.794345906;2.808583832;6.392461208;5.23860575;7.990576511;6.181083546;9.588691813;8.182832465
21.38;1.611190458;0.084823002;3.248552839;1.300619359;4.872829258;2.921681168;6.497105678;5.324999548;8.121382097;6.280043715;9.745658517;8.297500597
21.39;1.637367756;0.089535391;3.300939668;1.332035285;4.951409503;2.979800632;6.601879337;5.480508384;8.252349171;6.391570254;9.902819005;8.559823583
21.4;1.663577292;0.09424778;3.353391126;1.363451212;5.03008669;3.037920096;6.706782253;5.636017221;8.383477816;6.503096793;10.06017338;8.82214657
21.41;1.689819277;0.100530965;3.405907951;1.393296342;5.108861927;3.091327171;6.811815902;5.725552611;8.514769878;6.71829589;10.21772385;8.961947443
21.42;1.716094221;0.10681415;3.458491367;1.423141472;5.18773705;3.144734246;6.916982733;5.815088002;8.646228417;6.933494986;10.3754741;9.101748316
21.43;1.74240282;0.114668132;3.511142874;1.44984501;5.266714312;3.205995303;7.022285749;5.893627818;8.777857186;7.043450729;10.53342862;9.227412022
21.44;1.768745862;0.122522113;3.563864061;1.476548547;5.345796091;3.26725636;7.127728122;5.972167634;8.909660152;7.153406472;10.69159218;9.353075728
21.45;1.795124133;0.127234502;3.616656438;1.507964474;5.424984656;3.383495288;7.233312875;6.05541984;9.041641094;7.255508233;10.84996931;9.496018194
21.46;1.821538348;0.131946891;3.66952131;1.5393804;5.504281966;3.499734216;7.339042621;6.138672045;9.173803276;7.357609995;11.00856393;9.63896066
21.47;1.847989091;0.13665928;3.722459687;1.595929068;5.583689531;3.559424477;7.444919375;6.303605659;9.306149219;7.472278127;11.16737906;9.901283646
21.48;1.87447678;0.141371669;3.77547222;1.652477736;5.66320833;3.619114737;7.550944441;6.468539274;9.438680551;7.586946258;11.32641666;10.16360663
21.49;1.901001646;0.149225651;3.828455847;1.68075207;5.742683771;3.674092608;7.656911694;6.553362275;9.571139618;7.80842854;11.48536754;10.30969069
21.5;1.927408724;0.157079633;3.880893868;1.709026404;5.821340802;3.72907048;7.761787736;6.638185277;9.70223467;8.029910823;11.6426816;10.45577475
21.51;1.95338806;0.161792022;3.93227059;1.735729941;5.898405885;3.791902333;7.864541179;6.71829589;9.830676474;8.141437362;11.79681177;10.58615084
21.52;1.978785801;0.166504411;3.982487014;1.762433479;5.97373052;3.854734186;7.964974027;6.798406502;9.956217534;8.252963901;11.94746104;10.71652694
21.53;2.003605212;0.169646003;4.03155182;1.815840554;6.047327729;3.966260725;8.063103639;6.955486135;10.07887955;8.35192407;12.09465546;10.85946941
21.54;2.027851659;0.172787596;4.079477554;1.869247629;6.119216331;4.077787264;8.158955108;7.112565768;10.19869389;8.450884238;12.23843266;11.00241187
21.55;2.05153226;0.175929189;4.126279888;1.895951166;6.189419832;4.131194339;8.252559775;7.191105584;10.31569972;8.559269185;12.37883966;11.24431451
21.56;2.074655497;0.179070781;4.171976799;1.922654704;6.257965199;4.184601415;8.343953598;7.2696454;10.429942;8.667654131;12.5159304;11.48621714
21.57;2.097230799;0.180641578;4.21658775;1.943075056;6.324881624;4.230154508;8.433175499;7.337189642;10.54146937;8.85614969;12.64976325;11.61188085
21.58;2.119268134;0.182212374;4.260132902;1.963495408;6.390199352;4.275707602;8.520265803;7.404733885;10.65033225;9.04464525;12.7803987;11.73754455
21.59;2.140777637;0.182212374;4.30263242;1.982344964;6.453948631;4.325973084;8.605264841;7.476990516;10.75658105;9.137322233;12.90789726;11.84278791
21.6;2.161769289;0.182212374;4.34410589;2.00119452;6.516158836;4.376238566;8.688211781;7.549247147;10.86026473;9.229999216;13.03231767;11.94803126
21.61;2.182252655;0.180641578;4.384571861;2.040464429;6.576857792;4.467344753;8.769143722;7.679623242;10.96142965;9.311680625;13.15371558;12.06741178
21.62;2.202236694;0.179070781;4.424047527;2.079734337;6.636071291;4.55845094;8.848095054;7.809999337;11.06011882;9.393362034;13.27214258;12.1867923
21.63;2.221729626;0.177499985;4.462548543;2.100154689;6.693822815;4.600862441;8.925097087;7.880685172;11.15637136;9.484468221;13.38764563;12.39413742
21.64;2.24073888;0.175929189;4.50008896;2.120575041;6.750133439;4.643273942;9.000177919;7.951371006;11.2502224;9.575574408;13.50026688;12.60148253
21.65;2.259271081;0.174358392;4.536681257;2.136283004;6.805021886;4.684114647;9.073362515;8.012632063;11.34170314;9.738937226;13.61004377;12.71300907
21.66;2.277332096;0.172787596;4.572336475;2.151990968;6.858504712;4.724955351;9.14467295;8.07389312;11.43084119;9.902300044;13.71700942;12.82453561
21.67;2.294927112;0.172787596;4.60706439;2.17241132;6.910596585;4.770508444;9.21412878;8.143008158;11.51766097;9.988693842;13.82119317;12.92506658
21.68;2.312060738;0.172787596;4.640873744;2.192831672;6.961310616;4.816061538;9.281747488;8.212123196;11.60218436;10.07508764;13.92262123;13.02559754
21.69;2.328737127;0.172787596;4.673772487;2.228959988;7.01065873;4.896172151;9.347544974;8.339357699;11.68443122;10.15519825;14.02131746;13.13869488
21.7;2.344960095;0.172787596;4.705768018;2.265088303;7.058652027;4.976282763;9.411536036;8.466592201;11.76442004;10.23530887;14.11730405;13.25179221
21.71;2.360733246;0.1712168;4.736867417;2.285508655;7.105301126;5.023406653;9.473734835;8.537278036;11.84216854;10.32013187;14.21060225;13.46542051
21.72;2.376060074;0.169646003;4.767077649;2.305929008;7.150616474;5.070530543;9.534155298;8.607963871;11.91769412;10.40495487;14.30123295;13.67904881
21.73;2.390944061;0.168075207;4.796405729;2.321636971;7.194608594;5.105088062;9.592811458;8.667654131;11.99101432;10.58088406;14.38921719;13.77800898
21.74;2.405388753;0.166504411;4.824858857;2.337344934;7.237288285;5.139645581;9.649717713;8.727344392;12.06214714;10.75681325;14.47457657;13.87696915
21.75;2.419397811;0.166504411;4.852444503;2.354623694;7.278666755;5.218185398;9.704889007;8.793317837;12.13111126;10.83849465;14.55733351;13.98064171
21.76;2.432975049;0.166504411;4.879170467;2.371902453;7.3187557;5.296725214;9.758340933;8.859291283;12.19792617;10.92017606;14.6375114;14.08431426
21.77;2.446124452;0.164933614;4.905044885;2.401747584;7.357567327;5.334424326;9.810089769;8.970817822;12.26261221;10.99400349;14.71513465;14.18798682
21.78;2.458850173;0.163362818;4.930076224;2.431592714;7.395114336;5.372123438;9.860152447;9.082344362;12.32519056;11.06783092;14.79022867;14.29165938
21.79;2.471156522;0.158650429;4.954273241;2.442588288;7.431409861;5.406680957;9.908546482;9.138893029;12.3856831;11.21705657;14.86281972;14.47701335
21.8;2.48304794;0.15393804;4.977644929;2.453583862;7.466467394;5.441238476;9.955289859;9.195441697;12.44411232;11.36628222;14.93293479;14.66236731
21.81;2.494528974;0.150796447;5.000200452;2.46300864;7.500300678;5.46951281;10.0004009;9.237853198;12.50050113;11.43853885;15.00060136;14.75661509
21.82;2.505604236;0.147654855;5.021949073;2.472433418;7.532923609;5.497787144;10.04389815;9.280264699;12.55487268;11.51079548;15.06584722;14.85086287
21.83;2.51627837;0.144513262;5.042900083;2.4802874;7.564350124;5.527632274;10.08580017;9.325817792;12.60725021;11.57362734;15.12870025;14.93097348
21.84;2.526556018;0.141371669;5.06306274;2.488141382;7.59459411;5.557477404;10.12612548;9.371370886;12.65765685;11.63645919;15.18918822;15.0110841
21.85;2.536441791;0.138230077;5.082446208;2.49756616;7.623669311;5.60617209;10.16489242;9.453052295;12.70611552;11.69143706;15.24733862;15.0943363
21.86;2.545940238;0.135088484;5.101059509;2.506990938;7.651589263;5.654866776;10.20211902;9.534733704;12.75264877;11.74641493;15.30317853;15.17758851
21.87;2.555055829;0.128805299;5.11891149;2.508561734;7.678367235;5.675287129;10.23782298;9.570862019;12.79727872;11.85322908;15.35673447;15.31424779
21.88;2.56379294;0.122522113;5.136010799;2.51013253;7.704016198;5.695707481;10.2720216;9.606990335;12.840027;11.96004323;15.4080324;15.45090707
21.89;2.572155841;0.119380521;5.15236587;2.511703327;7.728548805;5.712986241;10.30473174;9.639977058;12.88091468;12.00716712;15.45709761;15.51530972
21.9;2.580148696;0.116238928;5.167984923;2.513274123;7.751977384;5.730265;10.33596985;9.67296378;12.91996231;12.05429101;15.50395477;15.57971237
21.91;2.587775561;0.113097336;5.182875968;2.513274123;7.774313952;5.763251723;10.36575194;9.7075213;12.95718992;12.1014149;15.5486279;15.63626104
21.92;2.595040392;0.109955743;5.19704682;2.513274123;7.795570231;5.796238446;10.39409364;9.742078819;12.99261705;12.14853879;15.59114046;15.6928097
21.93;2.60194705;0.108384947;5.210505116;2.513274123;7.815757675;5.811946409;10.42101023;9.803339876;13.02626279;12.1862379;15.63151535;15.80119465
21.94;2.608499311;0.10681415;5.223258335;2.513274123;7.834887503;5.827654372;10.44651667;9.864600932;13.05814584;12.22393702;15.66977501;15.9095796
21.95;2.614700881;0.100530965;5.235313821;2.513274123;7.852970732;5.841791539;10.47062764;9.892875266;13.08828455;12.30247683;15.70594146;15.96455747
21.96;2.6205554;0.09424778;5.246678804;2.513274123;7.870018207;5.855928706;10.49335761;9.9211496;13.11669701;12.38101665;15.74003641;16.01953534
21.97;2.626066458;0.091106187;5.257360422;2.511703327;7.886040633;5.868495077;10.51472084;9.947853138;13.14340105;12.42499894;15.77208127;16.07451321
21.98;2.631237605;0.087964594;5.267365735;2.51013253;7.901048602;5.881061448;10.53473147;9.974556675;13.16841434;12.46898124;15.8020972;16.12949108
21.99;2.636072354;0.084823002;5.276701898;2.511703327;7.915052847;5.907764985;10.5534038;10.02953455;13.19175474;12.50196796;15.83010569;16.17347338
22;2.64057458;0.081681409;5.285380207;2.513274123;7.928070311;5.934468523;10.57076041;10.08451242;13.21345052;12.53495469;15.85614062;16.21745568
22.01;2.644752895;0.078539816;5.293428581;2.511703327;7.940142872;5.947034893;10.58685716;10.10964516;13.23357145;12.57579539;15.88028574;16.31955744
22.02;2.648627464;0.075398224;5.30090045;2.51013253;7.951350675;5.959601264;10.6018009;10.1347779;13.25225113;12.6166361;15.90270135;16.4216592
22.03;2.652231094;0.067544242;5.307870921;2.51013253;7.961806382;5.970596838;10.61574184;10.15833985;13.2696773;12.68575114;15.92361276;16.47349548
22.04;2.65560538;0.05969026;5.314428553;2.51013253;7.97164283;5.981592412;10.62885711;10.18190179;13.28607138;12.75486617;15.94328566;16.52533176
22.05;2.658796636;0.056548668;5.320667586;2.508561734;7.98100138;5.99101719;10.64133517;10.20389294;13.30166897;12.79256529;15.96200276;16.56931405
22.06;2.661852221;0.053407075;5.326681157;2.506990938;7.990021735;6.000441968;10.65336231;10.22588409;13.31670289;12.8302644;15.98004347;16.61329635
22.07;2.664817448;0.048694686;5.332555755;2.502278549;7.998833632;6.014579135;10.66511151;10.2635832;13.33138939;12.86168032;15.99766726;16.65727865
22.08;2.667733148;0.043982297;5.338367056;2.49756616;8.007550584;6.028716302;10.67673411;10.30128231;13.34591764;12.89309625;16.01510117;16.70126095
22.09;2.670633934;0.040840704;5.344177139;2.494424567;8.016265709;6.036570284;10.68835428;10.32013187;13.36044285;12.92608297;16.03253142;16.79079634
22.1;2.673547152;0.037699112;5.350033034;2.491282974;8.025049551;6.044424266;10.70006607;10.33898142;13.37508259;12.9590697;16.0500991;16.88033173
22.11;2.676492465;0.031415927;5.355966449;2.488141382;8.033949673;6.049136654;10.7119329;10.35468939;13.38991612;13.01561836;16.06789935;16.92745562
22.12;2.67948198;0.025132741;5.3619945;2.484999789;8.042991749;6.053849043;10.723989;10.37039735;13.40498625;13.07216703;16.0859835;16.97457951
22.13;2.682520833;0.021991149;5.368121216;2.481858196;8.052181825;6.058561432;10.73624243;10.38610531;13.42030304;13.10358296;16.10436365;17.0201326
22.14;2.685608094;0.018849556;5.374339602;2.478716604;8.061509403;6.063273821;10.7486792;10.40181328;13.43584901;13.13499888;16.12301881;17.06568569
22.15;2.688737895;0.01727876;5.380634018;2.470862622;8.070951027;6.071127803;10.76126804;10.43165841;13.45158505;13.16013163;16.14190205;17.1033848
22.16;2.691900675;0.015707963;5.386982694;2.46300864;8.080474041;6.078981785;10.77396539;10.46150354;13.46745673;13.18526437;16.16094808;17.14108392
22.17;2.695084431;0.015707963;5.393360183;2.459867048;8.090040274;6.082123377;10.78672037;10.4772115;13.48340046;13.21668029;16.18008055;17.22590692
22.18;2.698275909;0.015707963;5.399739621;2.456725455;8.099609431;6.08526497;10.79947924;10.49291946;13.49934905;13.24809622;16.19921886;17.31072992
22.19;2.701461662;0.014137167;5.406094682;2.455154659;8.109142023;6.089977359;10.81218936;10.50862743;13.51523671;13.30307409;16.21828405;17.35785381
22.2;2.704628943;0.012566371;5.412401163;2.453583862;8.118601745;6.094689748;10.82480233;10.52433539;13.53100291;13.35805196;16.23720349;17.4049777
22.21;2.707766395;0.014137167;5.418638159;2.452013066;8.127957239;6.099402137;10.83727632;10.54161415;13.5465954;13.38946789;16.25591448;17.4473892
22.22;2.710864533;0.015707963;5.424788834;2.45044227;8.137183251;6.104114526;10.84957767;10.55889291;13.56197209;13.42088382;16.2743665;17.4898007
22.23;2.713916037;0.015707963;5.430840801;2.45044227;8.146261202;6.113539304;10.8616816;10.59502122;13.577102;13.44758735;16.2925224;17.52592902
22.24;2.716915845;0.015707963;5.436786166;2.45044227;8.15517925;6.122964082;10.87357233;10.63114954;13.59196542;13.47429089;16.3103585;17.56205733
22.25;2.719861102;0.015707963;5.442621278;2.452013066;8.163931917;6.129247267;10.88524256;10.6499991;13.6065532;13.50570682;16.32786383;17.64530954
22.26;2.722750973;0.015707963;5.448346262;2.453583862;8.172519394;6.135530452;10.89669252;10.66884865;13.62086566;13.53712274;16.34503879;17.72856174
22.27;2.725586366;0.014137167;5.453964401;2.453583862;8.180946601;6.141813638;10.9079288;10.68612741;13.634911;13.59367141;16.3618932;17.77568563
22.28;2.728369594;0.012566371;5.459481419;2.453583862;8.189222129;6.148096823;10.91896284;10.70340617;13.64870355;13.65022008;16.37844426;17.82280952
22.29;2.73110401;0.012566371;5.464904749;2.453583862;8.197357124;6.152809212;10.9298095;10.72382652;13.66226187;13.68006521;16.39471425;17.86207943
22.3;2.733793632;0.012566371;5.47024281;2.453583862;8.205364214;6.157521601;10.94048562;10.74424688;13.67560702;13.70991034;16.41072843;17.90134934
22.31;2.736442804;0.012566371;5.47550435;2.453583862;8.213256526;6.168517175;10.9510087;10.7772336;13.68876088;13.73661388;16.42651305;17.93590686
22.32;2.739055886;0.012566371;5.480697891;2.453583862;8.221046836;6.17951275;10.96139578;10.81022032;13.70174473;13.76331742;16.44209367;17.97046438
22.33;2.741637;0.012566371;5.485831266;2.453583862;8.228746899;6.182654342;10.97166253;10.82749908;13.71457816;13.79316255;16.4574938;18.04900419
22.34;2.744189831;0.012566371;5.490911297;2.453583862;8.236366945;6.185795935;10.98182259;10.84477784;13.72727824;13.82300768;16.47273389;18.12754401
22.35;2.746717497;0.014137167;5.495943577;2.452013066;8.243915365;6.188937528;10.99188715;10.85891501;13.73985894;13.87170236;16.48783073;18.16681392
22.36;2.749222467;0.015707963;5.500932375;2.45044227;8.251398562;6.19207912;11.00186475;10.87305217;13.75233094;13.92039705;16.50279712;18.20608383
22.37;2.75170654;0.015707963;5.505880632;2.45044227;8.258820948;6.193649917;11.01176126;10.88718934;13.76470158;13.94710059;16.5176419;18.24535373
22.38;2.754170865;0.015707963;5.510790047;2.45044227;8.26618507;6.195220713;11.02158009;10.90132651;13.77697512;13.97380412;16.53237014;18.28462364
22.39;2.756616002;0.015707963;5.515661216;2.45044227;8.273491824;6.196791509;11.03132243;10.92331766;13.78915304;13.99579527;16.54698365;18.31918116
22.4;2.759042006;0.015707963;5.520493825;2.45044227;8.280740738;6.198362306;11.04098765;10.94530881;13.80123456;14.01778642;16.56148148;18.35373868
22.41;2.761448525;0.015707963;5.525286859;2.45044227;8.287930288;6.198362306;11.05057372;10.95473358;13.81321715;14.04134837;16.57586058;18.41971213
22.42;2.763834913;0.015707963;5.530038816;2.45044227;8.295058224;6.198362306;11.06007763;10.96415836;13.82509704;14.06491031;16.59011645;18.48568557
22.43;2.766200333;0.015707963;5.534747925;2.45044227;8.302121888;6.196791509;11.06949585;10.97201234;13.83686981;14.10575101;16.60424378;18.52338468
22.44;2.768543866;0.015707963;5.539412331;2.45044227;8.309118496;6.195220713;11.07882466;10.97986632;13.84853083;14.14659172;16.61823699;18.5610838
22.45;2.770864589;0.015707963;5.544030254;2.452013066;8.316045381;6.195220713;11.08806051;10.9892911;13.86007564;14.17015366;16.63209076;18.59407052
22.46;2.773161658;0.015707963;5.548600127;2.453583862;8.32290019;6.195220713;11.09720025;10.99871588;13.87150032;14.19371561;16.64580038;18.62705724
22.47;2.775434356;0.015707963;5.55312068;2.453583862;8.32968102;6.195220713;11.10624136;11.01599464;13.8828017;14.21256516;16.65936204;18.66161476
22.48;2.777682135;0.015707963;5.557591005;2.453583862;8.336386507;6.195220713;11.11518201;11.0332734;13.89397751;14.23141472;16.67277301;18.69617228
22.49;2.779904637;0.015707963;5.562010576;2.453583862;8.343015864;6.195220713;11.12402115;11.04269818;13.90502644;14.25654746;16.68603173;18.76371652
22.5;2.782101695;0.015707963;5.566379251;2.453583862;8.349568877;6.195220713;11.1327585;11.05212296;13.91594813;14.2816802;16.69913775;18.83126076
22.51;2.78427333;0.015707963;5.570697242;2.453583862;8.356045863;6.196791509;11.14139448;11.06154773;13.9267431;14.3240917;16.71209173;18.86738908
22.52;2.78641973;0.015707963;5.57496507;2.453583862;8.362447606;6.198362306;11.14993014;11.07097251;13.93741268;14.3665032;16.72489521;18.9035174
22.53;2.788541224;0.015707963;5.579183513;2.453583862;8.36877527;6.198362306;11.15836703;11.08982207;13.94795878;14.38849435;16.73755054;18.93336253
22.54;2.790638254;0.015707963;5.583353538;2.453583862;8.375030307;6.198362306;11.16670708;11.10867162;13.95838385;14.4104855;16.75006061;18.96320766
22.55;2.792711341;0.015707963;5.587476242;2.453583862;8.381214362;6.198362306;11.17495248;11.1196672;13.9686906;14.43090585;16.76242872;18.99933597
22.56;2.794761054;0.015707963;5.591552785;2.453583862;8.387329178;6.198362306;11.18310557;11.13066277;13.97888196;14.45132621;16.77465836;19.03546429
22.57;2.796787982;0.015707963;5.595584343;2.453583862;8.393376514;6.198362306;11.19116869;11.14165835;13.98896086;14.47488815;16.78675303;19.09672534
22.58;2.798792707;0.015707963;5.599572052;2.453583862;8.399358078;6.198362306;11.1991441;11.15265392;13.99893013;14.4984501;16.79871616;19.1579864
22.59;2.800775781;0.015707963;5.60351698;2.452013066;8.405275469;6.196791509;11.20703396;11.16364949;14.00879245;14.5392908;16.81055094;19.19097312
22.6;2.802737715;0.015707963;5.607420094;2.45044227;8.411130141;6.195220713;11.21484019;11.17464507;14.01855024;14.58013151;16.82226028;19.22395985
22.61;2.804678967;0.015707963;5.611282251;2.45044227;8.416923376;6.195220713;11.2225645;11.19349462;14.02820563;14.60055186;16.83384675;19.25066338
22.62;2.806599933;0.015707963;5.615104184;2.45044227;8.422656277;6.195220713;11.23020837;11.21234418;14.03776046;14.62097221;16.84531255;19.27736692
22.63;2.808500952;0.015707963;5.618886512;2.452013066;8.428329767;6.195220713;11.23777302;11.22019816;14.04721628;14.63825097;16.85665953;19.33548639
22.64;2.810382302;0.015707963;5.62262974;2.453583862;8.43394461;6.195220713;11.24525948;11.22805214;14.05657435;14.65552973;16.86788922;19.39360585
22.65;2.812244214;0.015707963;5.626334281;2.453583862;8.439501421;6.195220713;11.25266856;11.23590613;14.0658357;14.67280849;16.87900284;19.42502178
22.66;2.814086871;0.015707963;5.630000467;2.453583862;8.445000701;6.195220713;11.26000093;11.24376011;14.07500117;14.69008725;16.8900014;19.4564377
22.67;2.815910423;0.015707963;5.633628572;2.453583862;8.450442858;6.195220713;11.26725714;11.25004329;14.08407143;14.72464477;16.90088572;19.48157044
22.68;2.817714995;0.015707963;5.637218827;2.453583862;8.45582824;6.195220713;11.27443765;11.25632648;14.09304707;14.75920229;16.91165648;19.50670318
22.69;2.819500695;0.015707963;5.640771439;2.453583862;8.461157159;6.195220713;11.28154288;11.26732205;14.1019286;14.77648105;16.92231432;19.53811911
22.7;2.821267624;0.015707963;5.64428661;2.453583862;8.466429915;6.195220713;11.28857322;11.27831763;14.11071653;14.79375981;16.93285983;19.56953504
22.71;2.823015883;0.015707963;5.647764546;2.453583862;8.471646819;6.195220713;11.29552909;11.28145922;14.11941137;14.80946777;16.94329364;19.62137132
22.72;2.824745579;0.015707963;5.651205471;2.453583862;8.476808206;6.195220713;11.30241094;11.28460081;14.12801368;14.82517573;16.95361641;19.6732076
22.73;2.826456828;0.015707963;5.654609631;2.453583862;8.481914447;6.195220713;11.30921926;11.2877424;14.13652408;14.85659166;16.96382889;19.70462352
22.74;2.828149762;0.015707963;5.657977302;2.453583862;8.486965953;6.195220713;11.3159546;11.290884;14.14494326;14.88800759;16.97393191;19.73603945
22.75;2.829824525;0.015707963;5.661308789;2.453583862;8.491963184;6.195220713;11.32261758;11.29402559;14.15327197;14.90528634;16.98392637;19.76117219
22.76;2.831481277;0.015707963;5.664604427;2.453583862;8.496906641;6.195220713;11.32920885;11.29716718;14.16151107;14.9225651;16.99381328;19.78630493
22.77;2.833120192;0.015707963;5.667864575;2.453583862;8.501796863;6.195220713;11.33572915;11.30187957;14.16966144;14.93827307;17.00359373;19.81457926
22.78;2.834741457;0.015707963;5.671089618;2.453583862;8.506634426;6.195220713;11.34217924;11.30659196;14.17772404;14.95398103;17.01326885;19.8428536
22.79;2.836345268;0.015707963;5.674279953;2.453583862;8.51141993;6.195220713;11.34855991;11.30973355;14.18569988;14.9681182;17.02283986;19.89154828
22.8;2.837931827;0.015707963;5.677435995;2.453583862;8.516153992;6.195220713;11.35487199;11.31287515;14.19358999;14.98225536;17.03230798;19.94024297
22.81;2.839501344;0.015707963;5.680558159;2.453583862;8.520837239;6.195220713;11.36111632;11.31601674;14.2013954;15.0121005;17.04167448;19.9685173
22.82;2.841054027;0.015707963;5.683646866;2.453583862;8.525470299;6.195220713;11.36729373;11.31915833;14.20911717;15.04194563;17.0509406;19.99679164
22.83;2.842590086;0.015707963;5.686702531;2.453583862;8.530053797;6.195220713;11.37340506;11.32229992;14.21675633;15.05765359;17.06010759;20.01878279
22.84;2.844109726;0.015707963;5.689725562;2.453583862;8.534588344;6.195220713;11.37945112;11.32544152;14.22431391;15.07336155;17.06917669;20.04077394
22.85;2.84561315;0.015707963;5.692716358;2.453583862;8.539074538;6.195220713;11.38543272;11.3317247;14.2317909;15.08749872;17.07814908;20.06747747
22.86;2.847100554;0.015707963;5.695675305;2.453583862;8.543512957;6.195220713;11.39135061;11.33800789;14.23918826;15.10163589;17.08702591;20.09418101
22.87;2.848572128;0.015707963;5.698602774;2.453583862;8.547904161;6.195220713;11.39720555;11.34114948;14.24650694;15.11577305;17.09580832;20.13659251
22.88;2.850028054;0.015707963;5.701499126;2.453583862;8.552248689;6.195220713;11.40299825;11.34429107;14.25374781;15.12991022;17.10449738;20.17900401
22.89;2.851468508;0.015707963;5.704364705;2.453583862;8.556547058;6.195220713;11.40872941;11.34743266;14.26091176;15.15504296;17.11309412;20.20570755
22.9;2.852893661;0.015707963;5.707199846;2.453583862;8.560799768;6.195220713;11.41439969;11.35057426;14.26799961;15.1801757;17.12159954;20.23241109
22.91;2.854303675;0.015707963;5.710004869;2.453583862;8.565007304;6.195220713;11.42000974;11.35371585;14.27501217;15.19274207;17.13001461;20.25283144
22.92;2.855698711;0.015707963;5.71278009;2.453583862;8.569170134;6.195220713;11.42556018;11.35685744;14.28195022;15.20530844;17.13834027;20.27325179
22.93;2.857078921;0.015707963;5.715525811;2.453583862;8.573288716;6.195220713;11.43105162;11.35842824;14.28881453;15.21630402;17.14657743;20.29524294
22.94;2.858444457;0.015707963;5.718242332;2.453583862;8.577363497;6.195220713;11.43648466;11.35999904;14.29560583;15.22729959;17.15472699;20.31723409
22.95;2.859795466;0.015707963;5.720929946;2.453583862;8.58139492;6.195220713;11.44185989;11.35999904;14.30232487;15.23986596;17.16278984;20.35807479
22.96;2.861132096;0.015707963;5.723588946;2.453583862;8.585383419;6.195220713;11.44717789;11.35999904;14.30897236;15.25243233;17.17076684;20.3989155
22.97;2.86245449;0.015707963;5.726219619;2.453583862;8.589329428;6.195220713;11.45243924;11.35999904;14.31554905;15.27285269;17.17865886;20.42090665
22.98;2.863762792;0.015707963;5.728822252;2.453583862;8.593233379;6.195220713;11.4576445;11.35999904;14.32205563;15.29327304;17.18646676;20.4428978
